package_name,usage_count,versions
@ai-sdk/react,1,^2.0.79
@ai-sdk/svelte,1,^0.0.35
@ai-sdk/xai,1,^2.0.29
@aitodotai/json-stringify-pretty-compact,1,^1.3.0
@amap/amap-jsapi-loader,1,^1.0.1
@amap/amap-jsapi-types,1,^0.0.15
@amplitude/node,1,^1.8.0
@analogjs/vite-plugin-angular,1,^2.0.3
@angular-devkit/build-angular,1,^17.2.0
@angular-devkit/schematics,1,20.2.2
@angular/animations,1,17.1.0
@angular/build,1,^20.3.9
@angular/cdk,1,17.1.0
@angular/cli,1,~17.1.0
@angular/common,1,17.1.0
@angular/compiler,1,17.1.0
@angular/forms,1,17.1.0
@angular/material,1,17.1.0
@angular/platform-browser,1,17.1.0
@angular/platform-browser-dynamic,1,17.1.0
@angular/router,1,17.1.0
@animotion/core,1,*
@animotion/motion,1,*
@antfu/install-pkg,1,^0.3.3
@antfu/utils,1,^0.7.7
@anthropic-ai/sdk,1,^0.71.2
@app/main,1,*
@apps/web,1,workspace:*
@astrojs/cloudflare,1,^12.5.3
@astrojs/react,1,^1.2.2
@astrojs/renderer-react,1,^0.5.0
@astrojs/rss,1,^4.0.10
@astrojs/sitemap,1,^3.4.1
@astrojs/vercel,1,^8.1.4
@atlaskit/pragmatic-drag-and-drop,1,^1.7.0
@atlaskit/pragmatic-drag-and-drop-auto-scroll,1,^2.0.0
@atlaskit/pragmatic-drag-and-drop-hitbox,1,^1.1.0
@atlaskit/pragmatic-drag-and-drop-react-drop-indicator,1,^3.2.0
@atomico/rollup-plugin-sizes,1,^1.1.4
@auth/core,1,^0.3.0
@auth/mongodb-adapter,1,^3.11.1
@ava/typescript,1,3.0.1
@aws-sdk/credential-providers,1,^3.925.0
@aws-sdk/lib-storage,1,^3.932.0
@azure/functions,1,^4
@azure/identity,1,4.13.0
@azure/playwright,1,1.0.0
@babel/helper-module-imports,1,^7.10.4
@babel/plugin-external-helpers,1,^7.10.4
@babel/plugin-proposal-logical-assignment-operators,1,^7.18.9
@babel/plugin-proposal-nullish-coalescing-operator,1,^7.18.6
@babel/plugin-proposal-optional-chaining,1,^7.18.9
@babel/plugin-proposal-private-methods,1,^7.18.6
@babel/plugin-proposal-private-property-in-object,1,^7.21.11
@babel/plugin-syntax-import-meta,1,^7.10.4
@babel/plugin-syntax-jsx,1,^7.10.4
@babel/plugin-transform-arrow-functions,1,^7.10.4
@babel/plugin-transform-async-to-generator,1,^7.10.4
@babel/plugin-transform-block-scoped-functions,1,^7.10.4
@babel/plugin-transform-block-scoping,1,^7.11.1
@babel/plugin-transform-class-properties,1,^7.23.3
@babel/plugin-transform-classes,1,^7.10.4
@babel/plugin-transform-computed-properties,1,^7.10.4
@babel/plugin-transform-destructuring,1,^7.10.4
@babel/plugin-transform-dynamic-import,1,8.0.0-alpha.4
@babel/plugin-transform-literals,1,^7.10.4
@babel/plugin-transform-logical-assignment-operators,1,^7.23.4
@babel/plugin-transform-nullish-coalescing-operator,1,^7.23.4
@babel/plugin-transform-object-rest-spread,1,8.0.0-alpha.4
@babel/plugin-transform-object-super,1,^7.10.4
@babel/plugin-transform-optional-chaining,1,^7.23.4
@babel/plugin-transform-parameters,1,^7.10.5
@babel/plugin-transform-private-methods,1,7.27.1
@babel/plugin-transform-react-jsx,1,^7.1.6
@babel/plugin-transform-react-jsx-source,1,^7.10.5
@babel/plugin-transform-react-pure-annotations,1,^7.27.1
@babel/plugin-transform-shorthand-properties,1,^7.10.4
@babel/plugin-transform-spread,1,^7.11.0
@babel/plugin-transform-template-literals,1,^7.10.5
@balazsorban/monorepo-release,1,0.5.1
@beyonk/eslint-config,1,^5.0.2
@bhovhannes/shared-config,1,0.0.1
@biomejs/plugin-api,1,workspace:
@bjorn3/browser_wasi_shim,1,^0.4.2
@br/eslint-plugin-laws-of-the-game,1,^1.1.0
@brainandbones/skeleton,1,^0.67.5
@builder.io/partytown,1,^0.10.2
@capacitor/local-notifications,1,^5.0.6
@capacitor/preferences,1,^5.0.6
@capacitor/status-bar,1,^5.0.6
@carbon/icon-helpers,1,^10.68.0
@carbon/icons,1,11.72.0
@carbon/icons-11.31,1,npm:@carbon/icons@~11.31.0
@cfworker/json-schema,1,^4.1.1
@changesets/get-github-info,1,^0.6.0
@chromatic-com/storybook,1,^3
@cloudflare/workers-types,1,^3.18.0
@codemirror/search,1,^6.5.2
@codesandbox/sandpack-react,1,^1.18.4
@cogenv/core,1,^1.1.6
@compodoc/live-server,1,^1.2.3
@compodoc/ngd-transformer,1,^2.1.3
@conduitry/eslint-config,1,git+https://chor.date/eslint-config
@content-collections/core,1,0.13.0
@content-collections/markdown,1,0.1.4
@content-collections/vite,1,0.2.8
@convex-dev/auth,1,^0.0.88
@convex-dev/better-auth,1,^0.9.7
@convex-dev/workos,1,^0.0.1
@covalent/components,1,8.8.0-beta.1
@covalent/core,1,8.8.0-beta.1
@covalent/flavored-markdown,1,8.8.0-beta.1
@covalent/icons,1,8.8.0-beta.1
@covalent/markdown,1,8.8.0-beta.1
@covalent/markdown-navigator,1,8.8.0-beta.1
@covalent/tokens,1,8.8.0-beta.1
@cspell/dict-cryptocurrencies,1,5.0.4
@cspotcode/source-map-support,1,^0.8.1
@css-inline/css-inline,1,^0.14.1
@csstools/css-calc,1,~2.1.2
@csstools/css-color-parser,1,^3.0.8
@csstools/css-parser-algorithms,1,^3.0.4
@csstools/css-tokenizer,1,^3.0.3
@csstools/postcss-global-data,1,^2.1.1
@date-fns/utc,1,^2.1.0
@deomitrus/hyperapp-redux-devtools,1,1.2.0
@dnd-kit-svelte/svelte,1,^0.1.3
@dnd-kit/abstract,1,^0.1.21
@dnd-kit/core,1,^6.3.1
@dnd-kit/helpers,1,^0.1.21
@dnd-kit/sortable,1,^10.0.0
@documenso/pdf-sign,1,^0.1.0
@documenso/prisma,1,*
@edgeone/sveltekit,1,^1.0.0
@electron-forge/cli,1,^7.8.2
@electron-forge/maker-deb,1,^7.8.2
@electron-forge/maker-dmg,1,^7.8.2
@electron-forge/maker-rpm,1,^7.8.2
@electron-forge/maker-squirrel,1,^7.8.2
@electron-forge/maker-zip,1,^7.8.2
@electron-forge/plugin-fuses,1,^7.8.2
@electron-forge/plugin-vite,1,^7.8.2
@electron-forge/publisher-github,1,^7.8.2
@electron/fuses,1,^1.8.0
@elysiajs/eden,1,^1.3.2
@elysiajs/swagger,1,^1.3.0
@emotion/css,1,^11.13.5
@epic-web/cachified,1,^5.6.0
@eslint-community/eslint-utils,1,^4.4.0
@eslint-types/typescript-eslint,1,^7.5.0
@eslint/import-test-order-redirect-scoped,1,file:./tests/files/order-redirect-scoped
@esy-ocaml/reason,1,3.4.0
@evilmartians/lefthook,1,1.12.3
@extractus/article-extractor,1,^8.0.10
@fezvrasta/tsc-silent,1,^1.3.0
@ffmpeg/ffmpeg,1,^0.12.15
@ffmpeg/util,1,^0.12.2
@flatbread/codegen,1,workspace:*
@flatbread/config,1,workspace:*
@flatbread/core,1,workspace:*
@flatbread/resolver-svimg,1,workspace:*
@flatbread/source-filesystem,1,workspace:*
@flatbread/transformer-markdown,1,workspace:*
@floating-ui/react,1,^0.24.3
@fluentui/svg-icons,1,^1.1.185
@fontsource-variable/comfortaa,1,^5.1.0
@fontsource-variable/fira-code,1,^5.2.7
@fontsource-variable/mona-sans,1,^5.2.5
@fontsource-variable/noto-sans-sc,1,^5.2.9
@fontsource-variable/playfair-display,1,^5.2.8
@fontsource-variable/sora,1,^5.2.8
@fontsource-variable/source-sans-3,1,^5.2.9
@fontsource/atkinson-hyperlegible-next,1,^5.2.2
@fontsource/azeret-mono,1,^5.2.11
@fontsource/cedarville-cursive,1,^5.2.7
@fontsource/commit-mono,1,^5.2.5
@fontsource/crimson-text,1,^5.2.6
@fontsource/dm-serif-display,1,^5.2.8
@fontsource/eb-garamond,1,^5.2.6
@fontsource/fira-code,1,^5.1.1
@fontsource/lato,1,^5.2.5
@fontsource/lexend,1,^5.2.11
@fontsource/lora,1,^5.2.5
@fontsource/merriweather,1,^4.5.14
@fontsource/monaspace-krypton,1,^5.2.5
@fontsource/monaspace-neon,1,^5.2.5
@fontsource/pangolin,1,^4.5.9
@fontsource/pretendard,1,^5.2.5
@fontsource/radio-canada-big,1,^5.2.7
@fontsource/roboto-mono,1,^5.0.8
@fontsource/source-sans-pro,1,^5.2.5
@fontsource/sriracha,1,^5.2.6
@fontsource/ubuntu-mono,1,^4.5.11
@fontsource/vt323,1,^5.1.0
@formbricks/eslint-config,1,workspace:*
@fortawesome/react-fontawesome,1,^0.1.14
@friendofsvelte/toggle,1,0.0.2-svelte.5.docup
@google/genai,1,^1.34.0
@gradio/tootils,1,workspace:^
@graphql-codegen/cli,1,^3.3.1
@graphql-codegen/client-preset,1,^4.1.0
@graphql-codegen/typescript,1,^3.0.4
@graphql-codegen/typescript-operations,1,^3.0.4
@graphql-codegen/typescript-react-apollo,1,^3.3.7
@graphql-tools/utils,1,10.8.6
@h6s/calendar,1,^2.0.1
@hono/eslint-config,1,^2.0.3
@hookform/resolvers,1,^3.10.0
@hoppscotch/ui,1,0.2.5
@huggingface/hub,1,^2.2.0
@huggingface/inference,1,^4.11.3
@humanspeak/svelte-markdown,1,^0.8.6
@huntabyte/mdsvex,1,0.16.5
@ianvs/prettier-plugin-sort-imports,1,4.4.1
@ibm/telemetry-js,1,^1.5.0
@iconify-json/akar-icons,1,^1.1.24
@iconify-json/bxs,1,^1.1.10
@iconify-json/devicon-plain,1,^1.1.40
@iconify-json/eos-icons,1,^1.1.6
@iconify-json/fluent-emoji-flat,1,^1.1.16
@iconify-json/gg,1,^1.2.1
@iconify-json/heroicons-outline,1,^1.1.10
@iconify-json/heroicons-solid,1,^1.1.11
@iconify-json/icon-park-outline,1,^1.2.1
@iconify-json/iconamoon,1,^1.2.1
@iconify-json/ion,1,^1.0.3
@iconify-json/pepicons,1,^1.2.0
@iconify-json/ph,1,^1.2.1
@iconify-json/simple-icons,1,^1.1.101
@iconify-json/tabler,1,^1.1.116
@iconify-json/uil,1,^1.2.1
@iconify-json/vscode-icons,1,^1.1.35
@iconify/types,1,^2.0.0
@iconify/utils,1,^2.1.23
@imagemagick/magick-wasm,1,^0.0.37
@importantimport/eslint-config,1,1.0.0-alpha.2
@indaco/svelte-iconoir,1,^7.1.0
@inlang/paraglide-sveltekit,1,0.11.5
@isaacs/string-locale-compare,1,^1.1.0
@jakedeichert/eslint-config,1,^4.0.5
@jest-mock/express,1,^3.0.0
@jetstreamapp/soql-parser-js,1,6.1.0
@jridgewell/source-map,1,^0.3.3
@jsquash/webp,1,^1.5.0
@kazupon/eslint-config,1,^0.24.0
@kazupon/prettier-config,1,^0.1.1
@khanacademy/flow-to-ts,1,^0.1.6
@kitql/all-in,1,0.9.6
@kkt/less-modules,1,^7.5.4
@kkt/ncc,1,^1.0.13
@koa/cors,1,^3.1.0
@kwchang0831/qwer,1,link:QWER
@kwchang0831/svelte-qwer,1,link:
@lexical/code,1,^0.33.0
@lexical/dragon,1,^0.33.0
@lexical/history,1,^0.33.0
@lexical/link,1,^0.33.0
@lexical/list,1,^0.33.0
@lexical/rich-text,1,^0.33.0
@lexical/selection,1,^0.33.0
@lexical/table,1,^0.33.0
@lexical/utils,1,^0.33.0
@lezer/common,1,^1.0.4
@lezer/javascript,1,^1.4.7
@lezer/lr,1,^1.3.10
@linaria/core,1,^6.2.0
@linaria/react,1,^6.2.1
@lingui/cli,1,^5.6.0
@lingui/conf,1,^5.6.0
@lingui/core,1,^5.6.0
@lukeed/uuid,1,^2.0.0
@lukulent/svelte-umami,1,^0.0.3
@mailchimp/mailchimp_marketing,1,^3.0.54
@mapbox/mapbox-gl-geocoder,1,^5.1.2
@mapbox/mapbox-gl-language,1,^1.0.1
@mastra/core,1,^0.1.3
@mastra/mcp,1,0.13.1
@material/data-table,1,15.0.0-canary.7f224ddd4.0
@material/material-color-utilities,1,^0.2.6
@mattiasbuelens/web-streams-polyfill,1,^0.3.2
@mcp-ui/client,1,^5.9.0
@mdn/browser-compat-data,1,7.1.16
@mdx-js/mdx,1,^2.2.1
@mdx-js/preact,1,^2.2.1
@medv/finder,1,1.1.0
@mmailaender/convex-better-auth-svelte,1,^0.2.0
@modyfi/vite-plugin-yaml,1,^1.1.1
@mui/material,1,^7.3.2
@napi-rs/cli,1,catalog:
@nativescript/hook,1,^3.0.4
@nativescript/nx,1,^22.0.0
@neocodemirror/svelte,1,0.0.17
@neoconfetti/vue,1,^2.2.1
@neodrag/svelte,1,3.0.0-next.3
@neodrag/vue,1,https://pkg.pr.new/@neodrag/vue@fc0fb98
@netlify/functions,1,^4.2.5
@netlify/plugin-lighthouse,1,^5.0.0
@next-auth/prisma-adapter,1,^1.0.5
@node-rs/argon2,1,^1.8.3
@npmcli/arborist,1,^7.5.4
@npmcli/config,1,^8.3.4
@npmcli/docs,1,^1.0.0
@npmcli/eslint-config,1,^4.0.2
@npmcli/fs,1,^3.1.1
@npmcli/git,1,^5.0.8
@npmcli/mock-globals,1,^1.0.0
@npmcli/mock-registry,1,^1.0.0
@npmcli/promise-spawn,1,^7.0.2
@npmcli/redact,1,^2.0.1
@npmcli/run-script,1,^8.1.0
@npmcli/template-oss,1,4.22.0
@nrwl/workspace,1,14.4.3
@nstudio/focus,1,^20.0.2
@nstudio/nps-i,1,~2.0.0
@number-flow/svelte,1,^0.2.1
@nx/eslint,1,22.0.3
@nx/node,1,22.0.2
@nx/plugin,1,22.0.2
@nx/react,1,22.0.3
@nx/storybook,1,22.0.3
@nx/vitest,1,22.1.1
@octokit/core,1,^7.0.0
@octokit/graphql-schema,1,^15.26.1
@octokit/plugin-paginate-rest,1,^13.0.0
@octokit/plugin-retry,1,^8.0.0
@octokit/plugin-throttling,1,^11.0.0
@octokit/rest,1,^19.0.8
@onsvisual/svelte-charts,1,latest
@onsvisual/svelte-maps,1,latest
@opam/camomile,1,^1.0.1
@opam/charInfo_width,1,*
@opam/dune,1,*
@opam/lwt,1,*
@opam/merlin,1,^3.3.2
@opam/ocamlbuild,1,*
@opam/ppx_deriving,1,*
@opam/ppx_deriving_yojson,1,*
@opam/ppx_let,1,v0.11.0
@opam/yojson,1,1.7.0
@opencode-ai/script,1,workspace:*
@opencode-ai/sdk,1,workspace:*
@openrouter/sdk,1,^0.3.10
@opentelemetry/api-logs,1,^0.208.0
@opentelemetry/exporter-logs-otlp-http,1,^0.208.0
@opentelemetry/resources,1,^2.2.0
@opentelemetry/sdk-logs,1,^0.208.0
@opentelemetry/sdk-node,1,^0.208.0
@orama/orama,1,^3.1.18
@oslojs/binary,1,^1.0.0
@oslojs/encoding,1,^1.1.0
@oslojs/otp,1,^1.1.0
@oslojs/webauthn,1,^1.0.0
@ota-meshi/site-kit-eslint-editor-vue,1,^0.2.4
@paddle/paddle-js,1,^1.3.3
@paddle/paddle-node-sdk,1,^1.10.0
@paoloricciuti/animotion-utils,1,^0.0.6
@percy/cli,1,^1.16.0
@percy/storybook,1,^4.3.4
@photostructure/tz-lookup,1,^11.3.0
@picocss/pico,1,^1.5.11
@pilcrowjs/object-parser,1,^0.0.4
@planetscale/database,1,^1.14.0
@pmmmwh/react-refresh-webpack-plugin,1,0.4.3
@polka/send-type,1,^0.5.2
@preact/preset-vite,1,^2.1.0
@preact/signals,1,^1.3.0
@prettier/plugin-oxc,1,catalog:
@prettier/plugin-xml,1,^3.4.1
@prisma/internals,1,6.16.2
@radix-ui/react-accordion,1,^1.1.2
@radix-ui/react-avatar,1,^1.0.4
@radix-ui/react-checkbox,1,^1.0.4
@radix-ui/react-context-menu,1,^2.1.5
@radix-ui/react-dismissable-layer,1,^1.0.5
@radix-ui/react-dropdown-menu,1,^2.0.6
@radix-ui/react-hover-card,1,^1.0.7
@radix-ui/react-icons,1,^1.3.2
@radix-ui/react-popover,1,^1.0.7
@radix-ui/react-popper,1,^1.1.3
@radix-ui/react-scroll-area,1,^1.2.10
@radix-ui/react-select,1,^2.2.6
@radix-ui/react-separator,1,^1.0.3
@radix-ui/react-switch,1,^1.0.2
@radix-ui/react-tabs,1,^1.0.4
@radix-ui/react-toast,1,^1.1.5
@radix-ui/react-tooltip,1,^1.0.7
@raycast/api,1,^1.103.0
@raycast/eslint-config,1,^1.0.6
@raycast/utils,1,^1.10.1
@reach/auto-id,1,^0.18.0
@reach/combobox,1,^0.18.0
@reach/dialog,1,^0.18.0
@reach/portal,1,^0.18.0
@reach/slider,1,^0.15.0
@reach/tooltip,1,^0.18.0
@react-email/components,1,0.0.14
@react-email/tailwind,1,^0.0.14
@react-native-community/cli,1,2.0.0-rc.1
@react-native-community/cli-platform-android,1,2.0.0-rc.1
@react-native-community/cli-platform-ios,1,2.0.0-rc.1
@react-native-community/eslint-config,1,^3.2.0
@react-native-community/eslint-plugin,1,1.0.0
@reactions/component,1,^2.0.2
@reactively/core,1,^0.0.8
@reason-native/rely,1,^1.3.1
@rebeccastevens/eslint-config,1,3.7.1
@release-it-plugins/workspaces,1,^5.0.3
@replit/codemirror-vim,1,^6.0.14
@rgossiaux/svelte-heroicons,1,^0.1.2
@robloche/chartjs-plugin-streaming,1,^3.1.0
@rodneylab/parsedown,1,^1.4.3
@rollup/browser,1,^3.25.3
@rooks/use-raf,1,^4.11.2
@roxi/routify,1,^2.18.0
@rushstack/eslint-patch,1,^1.1.0
@scalar/express-api-reference,1,^0.4.167
@semantic-release/error,1,^4.0.0
@semantic-release/exec,1,^6.0.3
@sentry/electron,1,^5.10.0
@sentry/node,1,^8.47.0
@sentry/react,1,^8.47.0
@sentry/sveltekit,1,^9.46.0
@sentry/types,1,^8
@sentry/vite-plugin,1,^4.3.0
@shikijs/markdown-it,1,^3.9.2
@shikijs/transformers,1,^3.8.1
@shikijs/twoslash,1,^3.20.0
@shopify/koa-shopify-auth,1,^4.1.3
@sigstore/tuf,1,^2.3.4
@sinclair/typebox,1,^0.34.41
@sindresorhus/transliterate,1,^2.3.0
@slidev/cli,1,^52.0.0
@slidev/theme-default,1,latest
@slidev/theme-seriph,1,latest
@snaplet/copycat,1,4.1.0
@sniptt/guards,1,^0.2.0
@snowpack/app-scripts-svelte,1,^1.8.4
@solidjs/reactivity,1,^0.0.9
@squoosh/lib,1,^0.4.0
@stefanjudis/sparkly-text,1,^1.1.2
@stencil/core,1,^2.8.1
@stencil/helmet,1,^0.3.2
@stencil/less,1,^1.0.0
@stencil/router,1,^1.0.1
@stencil/sass,1,^1.4.1
@stencil/store,1,^1.4.1
@storybook/addon-coverage,1,^1.0.0
@storybook/addon-cssresources,1,^6.2.9
@storybook/addon-info,1,^5.3.21
@storybook/addon-postcss,1,^2.0.0
@storybook/addon-styling,1,^1.3.7
@storybook/addon-vitest,1,^10.1.10
@storybook/builder-webpack5,1,^6.5.15
@storybook/core-server,1,8.6.15
@storybook/icons,1,^1.2.9
@storybook/manager-api,1,^8.0.9
@storybook/manager-webpack5,1,^6.5.15
@storybook/preset-scss,1,^1.0.3
@storybook/preview-api,1,8.6.15
@storybook/sveltekit,1,^7.6.12
@storybook/test-runner,1,^0.23.0
@storybook/testing-library,1,^0.2.2
@storybook/theming,1,^8.0.9
@storybook/types,1,8.6.15
@storybook/vue3-vite,1,^10.1.10
@stripe/terminal-js,1,^0.10.0
@svelte-parts/editor,1,^0.0.20
@svelte-put/clickoutside,1,^2.0.0
@svelte-put/copy,1,^4.0.0
@sveltech/routify,1,^1.9.0
@sveltejs/acorn-typescript,1,^1.0.5
@sveltejs/adapter-cloudflare-workers,1,next
@sveltejs/amp,1,next
@sveltejs/repl,1,^0.6.0
@sveltejs/svelte-repl,1,^0.3.0
@sveltejs/vite-plugin-svelte-inspector,1,^5.0.1
@sveltepress/twoslash,1,^1.3.4
@sveltepress/vite,1,^1.3.4
@sveltestrap/sveltestrap,1,^6.2.7
@sveltia/ui,1,^0.31.10
@svgr/core,1,^8.1.0
@svgr/plugin-jsx,1,^8.1.0
@svgx/core,1,^1.0.1
@swc/cli,1,^0.3.12
@swc/jest,1,^0.2.39
@tabler/icons,1,^3.16.0
@tabler/icons-react,1,^3.31.0
@tabler/icons-svelte,1,^3.16.0
@tailwindcss/cli,1,4.1.14
@tailwindcss/container-queries,1,^0.1.1
@tanstack/eslint-config,1,0.3.2
@tanstack/query-core,1,5.66.0
@tanstack/react-query,1,5.66.0
@tanstack/svelte-table,1,^8.11.2
@tanstack/typedoc-config,1,0.3.1
@tanstack/vite-config,1,0.4.3
@taskr/concat,1,^1.0.6
@taskr/esnext,1,^1.0.0
@taskr/htmlmin,1,^1.0.6
@taskr/rev,1,^1.0.6
@taskr/sass,1,^1.0.6
@taskr/uglify,1,^1.0.6
@taskr/watch,1,^1.0.6
@tauri-apps/plugin-os,1,^2.0.0
@tauri-apps/plugin-shell,1,^2.2.1
@test-scope/some-module,1,file:./tests/files/symlinked-module
@testing-library/cypress,1,6.0.0
@theguild/eslint-config,1,0.13.4
@theguild/prettier-config,1,3.0.1
@tiptap/extension-bullet-list,1,^3.12.0
@tiptap/extension-character-count,1,^3.12.0
@tiptap/extension-code-block,1,^2.1.13
@tiptap/extension-code-block-lowlight,1,^2.1.13
@tiptap/extension-color,1,^3.12.0
@tiptap/extension-floating-menu,1,^2.1.13
@tiptap/extension-font-family,1,^3.12.0
@tiptap/extension-hard-break,1,^3.12.0
@tiptap/extension-list-item,1,^3.12.0
@tiptap/extension-table,1,^3.12.0
@tiptap/extension-table-cell,1,^3.12.0
@tiptap/extension-table-header,1,^3.12.0
@tiptap/extension-table-row,1,^3.12.0
@tiptap/extension-task-item,1,^2.26.1
@tiptap/extension-task-list,1,^2.26.1
@tiptap/extension-text-align,1,^3.12.0
@tiptap/extension-text-style,1,^3.12.0
@tiptap/extension-youtube,1,^3.12.0
@tmcp/auth,1,^0.4.0
@tmcp/session-manager-durable-objects,1,^0.2.0
@tmcp/transport-sse,1,^0.4.0
@tokens-studio/sd-transforms,1,^0.10.3
@total-typescript/ts-reset,1,^0.6.1
@total-typescript/tsconfig,1,^1.0.4
@trpc/react-query,1,11.8.1
@ts-rest/core,1,^3.52.1
@ts-rest/open-api,1,^3.52.1
@ts-rest/serverless,1,^3.52.1
@tsconfig/bun,1,catalog:
@tsconfig/recommended,1,1.0.2
@tsndr/cloudflare-worker-jwt,1,^2.5.3
@tsparticles/cli,1,^2.3.3
@tsparticles/eslint-config,1,^2.3.0
@tsparticles/prettier-config,1,^2.1.6
@tsparticles/svelte,1,^3.1.1
@tsparticles/tsconfig,1,^2.3.0
@tsparticles/webpack-plugin,1,^2.3.0
@tufjs/repo-mock,1,^2.0.0
@turbo/gen,1,^1.13.0
@turf/bbox,1,^6.5.0
@types/addressparser,1,^1.0.3
@types/adm-zip,1,^0.5.5
@types/angular,1,^1.8.4
@types/archiver,1,^6.0.3
@types/aria-query,1,^5.0.1
@types/assert,1,^1.4.0
@types/astring,1,^1.3.0
@types/babel__code-frame,1,^7.0.6
@types/babel__preset-env,1,^7.9.6
@types/bcrypt,1,^5.0.0
@types/bytes,1,^3.1.1
@types/canvas-confetti,1,^1.6.4
@types/chai-as-promised,1,^7.1.2
@types/chrome,1,^0.0.267
@types/content-type,1,^1.1.8
@types/convert-source-map,1,^2.0.3
@types/crypto-js,1,^4.2.2
@types/d3-array,1,^3.2.2
@types/d3-color,1,^3.1.3
@types/d3-drag,1,^3.0.7
@types/d3-dsv,1,^3.0.7
@types/d3-geo,1,^3.1.0
@types/d3-interpolate,1,^3.0.4
@types/d3-path,1,^3.1.1
@types/d3-quadtree,1,^3.0.6
@types/d3-random,1,^3.0.3
@types/d3-scale-chromatic,1,^3.1.0
@types/dedent,1,0.7.2
@types/deep-equal,1,^1.0.1
@types/deepmerge,1,^1.3.2
@types/detect-port,1,^1.3.2
@types/diff,1,^5.0.3
@types/duplexify,1,^3.5.0
@types/ejs,1,^3.1.5
@types/es-module-lexer,1,^0.3.0
@types/eslint-config-prettier,1,^6.11.3
@types/eslint-plugin-jsx-a11y,1,^6.10.0
@types/etag,1,^1.8.3
@types/eventsource,1,^1.1.15
@types/express-http-proxy,1,^1.6.6
@types/extend,1,^3.0.0
@types/firebase,1,^3.2.1
@types/fuzzaldrin-plus,1,0.0.1
@types/geojson,1,^7946.0.16
@types/glob-parent,1,^5.1.3
@types/glob-to-regexp,1,^0.4.4
@types/globrex,1,^0.1.2
@types/google.maps,1,^3.58.1
@types/graphql-fields,1,^1.3.6
@types/greasemonkey,1,^4.0.2
@types/gtag.js,1,^0.0.12
@types/hast,1,^3.0.4
@types/html-minifier-terser,1,^7.0.2
@types/http-proxy,1,^1.17.13
@types/jest-axe,1,^3.5.5
@types/jqueryui,1,^1.12.16
@types/json-schema,1,^7.0.15
@types/json5,1,^0.0.29
@types/jsonwebtoken,1,^9.0.10
@types/jszip,1,^3.1.4
@types/kill-port,1,^2.0.3
@types/koa,1,^2.13.3
@types/leaflet,1,^1.9.21
@types/less,1,^3.0.6
@types/lodash.camelcase,1,^4.3.7
@types/lodash.compact,1,^3.0.9
@types/lodash.debounce,1,^4.0.9
@types/lodash.escaperegexp,1,^4.1.9
@types/lodash.groupby,1,^4.6.9
@types/lodash.identity,1,^3.0.9
@types/lodash.isempty,1,^4.4.7
@types/lodash.isequal,1,^4.5.7
@types/lodash.isobject,1,^3.0.7
@types/lodash.kebabcase,1,^4.1.7
@types/lodash.mapvalues,1,^4.6.9
@types/lodash.omit,1,^4.5.9
@types/lodash.pickby,1,^4.6.9
@types/lodash.snakecase,1,^4.1.7
@types/lodash.throttle,1,^4.1.6
@types/lodash.upperfirst,1,^4.3.7
@types/mailparser,1,^3.4.6
@types/mapbox-gl,1,^3.4.1
@types/mapbox__mapbox-gl-geocoder,1,^5.1.0
@types/mdast,1,^4.0.3
@types/micromatch,1,^4.0.7
@types/mjml,1,^4.7.4
@types/ms,1,^0.7.31
@types/msgpack-lite,1,0.1.4
@types/mssql,1,^8.1.2
@types/nice-try,1,^2.1.0
@types/node-imap,1,^0.9.3
@types/node-os-utils,1,^1.3.4
@types/nodemailer,1,^7.0.4
@types/normalize-path,1,^3.0.2
@types/npmcli__package-json,1,^4.0.3
@types/object-hash,1,^3.0.6
@types/papaparse,1,^5.3.7
@types/parquetjs,1,^0.10.3
@types/parse-github-repo-url,1,^1.4.2
@types/passport-google-oauth20,1,^2.0.11
@types/passport-jwt,1,^3.0.8
@types/passport-microsoft,1,^2.1.0
@types/pg,1,^8.6.6
@types/picomatch,1,^2.3.3
@types/pluralize,1,^0.0.33
@types/polka,1,^0.5.7
@types/prettier,1,^1.13.2
@types/pretty,1,^2.0.3
@types/prompts,1,^2.0.14
@types/psl,1,^1.1.3
@types/qrcode,1,^1.5.6
@types/react-datepicker,1,^6.2.0
@types/react-syntax-highlighter,1,^15.5.13
@types/react-test-renderer,1,~18.0.0
@types/react-virtualized,1,^9.22.3
@types/react-window,1,^1.8.8
@types/request-promise,1,^4.1.42
@types/reveal.js,1,^5.2.0
@types/rimraf,1,^2.0.3
@types/seed-random,1,^2.2.4
@types/socket.io-client,1,^1.4.36
@types/sortablejs,1,^1.15.2
@types/split2,1,^4.2.3
@types/strip-bom,1,^3.0.0
@types/strip-json-comments,1,^0.0.30
@types/styled-components,1,^5.1.34
@types/stylus,1,^0.48.42
@types/swagger-ui,1,^3.52.4
@types/throttle-debounce,1,^5.0.2
@types/through2,1,^2.0.34
@types/to-px,1,^1.1.4
@types/topojson,1,^3.2.6
@types/topojson-specification,1,^1.0.5
@types/traverse,1,0.6.37
@types/underscore,1,1.11
@types/unist,1,^3.0.2
@types/upng-js,1,^2.1.5
@types/vscode,1,1.93.0
@types/wavesurfer.js,1,^6.0.12
@types/webpack,1,^5.0.0
@types/webpack-env,1,^1.18.8
@types/xml-name-validator,1,^4.0.3
@types/yazl,1,^3.3.0
